aaa	ssss
1844-ddddd	ffffffffffffffffffff
1845-ddddd	ffffffffffffffffffff
1847-ddddd	ffffffffffffffffffff
1846-ddddd	ffffffffffffffffffff
1848-ddddd	ffffffffffffffffffff
1849-ddddd	ffffffffffffffffffff
1850-ddddd	ffffffffffffffffffff
1851-ddddd	ffffffffffffffffffff
1852-ddddd	ffffffffffffffffffff
1853-ddddd	ffffffffffffffffffff
1854-ddddd	ffffffffffffffffffff
1855-ddddd	ffffffffffffffffffff
1856-ddddd	ffffffffffffffffffff
1857-ddddd	ffffffffffffffffffff
1858-ddddd	ffffffffffffffffffff
1859-ddddd	ffffffffffffffffffff
1860-ddddd	ffffffffffffffffffff
1861-ddddd	ffffffffffffffffffff
1862-ddddd	ffffffffffffffffffff
1863-ddddd	ffffffffffffffffffff
1864-ddddd	ffffffffffffffffffff
1865-ddddd	ffffffffffffffffffff
1866-ddddd	ffffffffffffffffffff
1867-ddddd	ffffffffffffffffffff
1868-ddddd	ffffffffffffffffffff
1869-ddddd	ffffffffffffffffffff
1870-ddddd	ffffffffffffffffffff
1871-ddddd	ffffffffffffffffffff
1872-ddddd	ffffffffffffffffffff
1873-ddddd	ffffffffffffffffffff
1874-ddddd	ffffffffffffffffffff
1875-ddddd	ffffffffffffffffffff
1876-ddddd	ffffffffffffffffffff
1877-ddddd	ffffffffffffffffffff
1878-ddddd	ffffffffffffffffffff
1879-ddddd	ffffffffffffffffffff
1880-ddddd	ffffffffffffffffffff
1881-ddddd	ffffffffffffffffffff
1882-ddddd	ffffffffffffffffffff
1883-ddddd	ffffffffffffffffffff
1884-ddddd	ffffffffffffffffffff
1885-ddddd	ffffffffffffffffffff
1886-ddddd	ffffffffffffffffffff
1887-ddddd	ffffffffffffffffffff
1888-ddddd	ffffffffffffffffffff
1889-ddddd	ffffffffffffffffffff
1890-ddddd	ffffffffffffffffffff
1891-ddddd	ffffffffffffffffffff
1892-ddddd	ffffffffffffffffffff
1893-ddddd	ffffffffffffffffffff
1894-ddddd	ffffffffffffffffffff
1895-ddddd	ffffffffffffffffffff
1896-ddddd	ffffffffffffffffffff
1897-ddddd	ffffffffffffffffffff
1899-ddddd	ffffffffffffffffffff
1898-ddddd	ffffffffffffffffffff
1900-ddddd	ffffffffffffffffffff
1901-ddddd	ffffffffffffffffffff
1902-ddddd	ffffffffffffffffffff
1903-ddddd	ffffffffffffffffffff
1904-ddddd	ffffffffffffffffffff
1905-ddddd	ffffffffffffffffffff
1906-ddddd	ffffffffffffffffffff
1907-ddddd	ffffffffffffffffffff
1908-ddddd	ffffffffffffffffffff
1909-ddddd	ffffffffffffffffffff
1910-ddddd	ffffffffffffffffffff
1911-ddddd	ffffffffffffffffffff
1912-ddddd	ffffffffffffffffffff
1913-ddddd	ffffffffffffffffffff
1914-ddddd	ffffffffffffffffffff
1916-ddddd	ffffffffffffffffffff
1915-ddddd	ffffffffffffffffffff
1917-ddddd	ffffffffffffffffffff
1918-ddddd	ffffffffffffffffffff
1919-ddddd	ffffffffffffffffffff
1920-ddddd	ffffffffffffffffffff
1921-ddddd	ffffffffffffffffffff
1922-ddddd	ffffffffffffffffffff
1923-ddddd	ffffffffffffffffffff
1924-ddddd	ffffffffffffffffffff
1925-ddddd	ffffffffffffffffffff
1926-ddddd	ffffffffffffffffffff
1927-ddddd	ffffffffffffffffffff
1928-ddddd	ffffffffffffffffffff
1929-ddddd	ffffffffffffffffffff
1930-ddddd	ffffffffffffffffffff
1931-ddddd	ffffffffffffffffffff
1932-ddddd	ffffffffffffffffffff
1933-ddddd	ffffffffffffffffffff
1934-ddddd	ffffffffffffffffffff
1935-ddddd	ffffffffffffffffffff
1936-ddddd	ffffffffffffffffffff
1939-ddddd	ffffffffffffffffffff
1940-ddddd	ffffffffffffffffffff
1941-ddddd	ffffffffffffffffffff
1942-ddddd	ffffffffffffffffffff
1943-ddddd	ffffffffffffffffffff
1944-ddddd	ffffffffffffffffffff
1945-ddddd	ffffffffffffffffffff
1946-ddddd	ffffffffffffffffffff
1947-ddddd	ffffffffffffffffffff
1948-ddddd	ffffffffffffffffffff
1949-ddddd	ffffffffffffffffffff
1950-ddddd	ffffffffffffffffffff
1951-ddddd	ffffffffffffffffffff
1952-ddddd	ffffffffffffffffffff
1953-ddddd	ffffffffffffffffffff
1954-ddddd	ffffffffffffffffffff
1955-ddddd	ffffffffffffffffffff
1956-ddddd	ffffffffffffffffffff
1957-ddddd	ffffffffffffffffffff
1958-ddddd	ffffffffffffffffffff
1960-ddddd	ffffffffffffffffffff
1959-ddddd	ffffffffffffffffffff
1961-ddddd	ffffffffffffffffffff
1962-ddddd	ffffffffffffffffffff
1963-ddddd	ffffffffffffffffffff
1964-ddddd	ffffffffffffffffffff
1966-ddddd	ffffffffffffffffffff
1965-ddddd	ffffffffffffffffffff
1967-ddddd	ffffffffffffffffffff
1968-ddddd	ffffffffffffffffffff
1969-ddddd	ffffffffffffffffffff
1970-ddddd	ffffffffffffffffffff
1971-ddddd	ffffffffffffffffffff
1972-ddddd	ffffffffffffffffffff
1974-ddddd	ffffffffffffffffffff
1973-ddddd	ffffffffffffffffffff
1975-ddddd	ffffffffffffffffffff
1976-ddddd	ffffffffffffffffffff
1977-ddddd	ffffffffffffffffffff
1978-ddddd	ffffffffffffffffffff
1979-ddddd	ffffffffffffffffffff
1980-ddddd	ffffffffffffffffffff
1981-ddddd	ffffffffffffffffffff
1982-ddddd	ffffffffffffffffffff
1983-ddddd	ffffffffffffffffffff
1984-ddddd	ffffffffffffffffffff
1985-ddddd	ffffffffffffffffffff
1986-ddddd	ffffffffffffffffffff
1987-ddddd	ffffffffffffffffffff
1988-ddddd	ffffffffffffffffffff
1989-ddddd	ffffffffffffffffffff
1990-ddddd	ffffffffffffffffffff
1991-ddddd	ffffffffffffffffffff
1992-ddddd	ffffffffffffffffffff
1993-ddddd	ffffffffffffffffffff
1994-ddddd	ffffffffffffffffffff
1995-ddddd	ffffffffffffffffffff
1996-ddddd	ffffffffffffffffffff
1997-ddddd	ffffffffffffffffffff
1998-ddddd	ffffffffffffffffffff
1999-ddddd	ffffffffffffffffffff
2000-ddddd	ffffffffffffffffffff
2001-ddddd	ffffffffffffffffffff
2002-ddddd	ffffffffffffffffffff
2003-ddddd	ffffffffffffffffffff
2004-ddddd	ffffffffffffffffffff
2005-ddddd	ffffffffffffffffffff
2006-ddddd	ffffffffffffffffffff
2007-ddddd	ffffffffffffffffffff
2008-ddddd	ffffffffffffffffffff
2009-ddddd	ffffffffffffffffffff
2010-ddddd	ffffffffffffffffffff
2011-ddddd	ffffffffffffffffffff
2012-ddddd	ffffffffffffffffffff
2013-ddddd	ffffffffffffffffffff
2014-ddddd	ffffffffffffffffffff
2015-ddddd	ffffffffffffffffffff
2016-ddddd	ffffffffffffffffffff
2017-ddddd	ffffffffffffffffffff
2018-ddddd	ffffffffffffffffffff
2019-ddddd	ffffffffffffffffffff
2020-ddddd	ffffffffffffffffffff
2021-ddddd	ffffffffffffffffffff
2022-ddddd	ffffffffffffffffffff
2023-ddddd	ffffffffffffffffffff
2024-ddddd	ffffffffffffffffffff
2025-ddddd	ffffffffffffffffffff
2026-ddddd	ffffffffffffffffffff
2027-ddddd	ffffffffffffffffffff
2028-ddddd	ffffffffffffffffffff
2029-ddddd	ffffffffffffffffffff
2030-ddddd	ffffffffffffffffffff
2031-ddddd	ffffffffffffffffffff
2032-ddddd	ffffffffffffffffffff
2033-ddddd	ffffffffffffffffffff
2035-ddddd	ffffffffffffffffffff
2034-ddddd	ffffffffffffffffffff
2036-ddddd	ffffffffffffffffffff
2037-ddddd	ffffffffffffffffffff
2038-ddddd	ffffffffffffffffffff
2039-ddddd	ffffffffffffffffffff
2040-ddddd	ffffffffffffffffffff
2041-ddddd	ffffffffffffffffffff
2042-ddddd	ffffffffffffffffffff
2043-ddddd	ffffffffffffffffffff
2044-ddddd	ffffffffffffffffffff
2045-ddddd	ffffffffffffffffffff
2046-ddddd	ffffffffffffffffffff
2047-ddddd	ffffffffffffffffffff
2048-ddddd	ffffffffffffffffffff
2049-ddddd	ffffffffffffffffffff
2050-ddddd	ffffffffffffffffffff
2051-ddddd	ffffffffffffffffffff
2052-ddddd	ffffffffffffffffffff
2053-ddddd	ffffffffffffffffffff
2054-ddddd	ffffffffffffffffffff
2055-ddddd	ffffffffffffffffffff
2056-ddddd	ffffffffffffffffffff
2057-ddddd	ffffffffffffffffffff
2058-ddddd	ffffffffffffffffffff
2059-ddddd	ffffffffffffffffffff
2060-ddddd	ffffffffffffffffffff
2061-ddddd	ffffffffffffffffffff
2063-ddddd	ffffffffffffffffffff
2062-ddddd	ffffffffffffffffffff
2064-ddddd	ffffffffffffffffffff
2066-ddddd	ffffffffffffffffffff
2065-ddddd	ffffffffffffffffffff
2068-ddddd	ffffffffffffffffffff
2067-ddddd	ffffffffffffffffffff
2069-ddddd	ffffffffffffffffffff
2070-ddddd	ffffffffffffffffffff
2071-ddddd	ffffffffffffffffffff
2072-ddddd	ffffffffffffffffffff
2073-ddddd	ffffffffffffffffffff
2075-ddddd	ffffffffffffffffffff
2074-ddddd	ffffffffffffffffffff
2076-ddddd	ffffffffffffffffffff
2077-ddddd	ffffffffffffffffffff
2078-ddddd	ffffffffffffffffffff
2079-ddddd	ffffffffffffffffffff
2080-ddddd	ffffffffffffffffffff
2081-ddddd	ffffffffffffffffffff
2083-ddddd	ffffffffffffffffffff
2082-ddddd	ffffffffffffffffffff
2084-ddddd	ffffffffffffffffffff
2085-ddddd	ffffffffffffffffffff
2086-ddddd	ffffffffffffffffffff
2087-ddddd	ffffffffffffffffffff
2088-ddddd	ffffffffffffffffffff
2089-ddddd	ffffffffffffffffffff
2090-ddddd	ffffffffffffffffffff
2091-ddddd	ffffffffffffffffffff
2092-ddddd	ffffffffffffffffffff
2093-ddddd	ffffffffffffffffffff
2094-ddddd	ffffffffffffffffffff
2095-ddddd	ffffffffffffffffffff
2096-ddddd	ffffffffffffffffffff
2097-ddddd	ffffffffffffffffffff
2099-ddddd	ffffffffffffffffffff
2098-ddddd	ffffffffffffffffffff
2100-ddddd	ffffffffffffffffffff
2102-ddddd	ffffffffffffffffffff
2103-ddddd	ffffffffffffffffffff
2104-ddddd	ffffffffffffffffffff
2105-ddddd	ffffffffffffffffffff
2106-ddddd	ffffffffffffffffffff
2107-ddddd	ffffffffffffffffffff
2108-ddddd	ffffffffffffffffffff
2109-ddddd	ffffffffffffffffffff
2110-ddddd	ffffffffffffffffffff
2111-ddddd	ffffffffffffffffffff
2112-ddddd	ffffffffffffffffffff
2113-ddddd	ffffffffffffffffffff
2114-ddddd	ffffffffffffffffffff
2115-ddddd	ffffffffffffffffffff
2116-ddddd	ffffffffffffffffffff
2118-ddddd	ffffffffffffffffffff
2117-ddddd	ffffffffffffffffffff
2119-ddddd	ffffffffffffffffffff
2120-ddddd	ffffffffffffffffffff
2121-ddddd	ffffffffffffffffffff
2122-ddddd	ffffffffffffffffffff
2123-ddddd	ffffffffffffffffffff
2125-ddddd	ffffffffffffffffffff
2126-ddddd	ffffffffffffffffffff
2124-ddddd	ffffffffffffffffffff
2127-ddddd	ffffffffffffffffffff
2128-ddddd	ffffffffffffffffffff
2129-ddddd	ffffffffffffffffffff
2130-ddddd	ffffffffffffffffffff
2132-ddddd	ffffffffffffffffffff
2131-ddddd	ffffffffffffffffffff
2133-ddddd	ffffffffffffffffffff
2134-ddddd	ffffffffffffffffffff
2135-ddddd	ffffffffffffffffffff
2136-ddddd	ffffffffffffffffffff
2137-ddddd	ffffffffffffffffffff
2138-ddddd	ffffffffffffffffffff
2139-ddddd	ffffffffffffffffffff
2140-ddddd	ffffffffffffffffffff
2141-ddddd	ffffffffffffffffffff
2142-ddddd	ffffffffffffffffffff
2143-ddddd	ffffffffffffffffffff
2144-ddddd	ffffffffffffffffffff
2145-ddddd	ffffffffffffffffffff
2146-ddddd	ffffffffffffffffffff
2147-ddddd	ffffffffffffffffffff
2148-ddddd	ffffffffffffffffffff
2149-ddddd	ffffffffffffffffffff
2150-ddddd	ffffffffffffffffffff
2151-ddddd	ffffffffffffffffffff
2152-ddddd	ffffffffffffffffffff
2153-ddddd	ffffffffffffffffffff
2154-ddddd	ffffffffffffffffffff
2155-ddddd	ffffffffffffffffffff
2156-ddddd	ffffffffffffffffffff
2157-ddddd	ffffffffffffffffffff
2158-ddddd	ffffffffffffffffffff
2160-ddddd	ffffffffffffffffffff
2159-ddddd	ffffffffffffffffffff
2161-ddddd	ffffffffffffffffffff
2162-ddddd	ffffffffffffffffffff
2163-ddddd	ffffffffffffffffffff
2164-ddddd	ffffffffffffffffffff
2165-ddddd	ffffffffffffffffffff
2166-ddddd	ffffffffffffffffffff
2167-ddddd	ffffffffffffffffffff
2168-ddddd	ffffffffffffffffffff
2169-ddddd	ffffffffffffffffffff
2170-ddddd	ffffffffffffffffffff
2171-ddddd	ffffffffffffffffffff
2172-ddddd	ffffffffffffffffffff
2173-ddddd	ffffffffffffffffffff
2174-ddddd	ffffffffffffffffffff
2175-ddddd	ffffffffffffffffffff
2176-ddddd	ffffffffffffffffffff
2177-ddddd	ffffffffffffffffffff
2178-ddddd	ffffffffffffffffffff
2179-ddddd	ffffffffffffffffffff
2180-ddddd	ffffffffffffffffffff
2181-ddddd	ffffffffffffffffffff
2182-ddddd	ffffffffffffffffffff
2183-ddddd	ffffffffffffffffffff
2184-ddddd	ffffffffffffffffffff
2185-ddddd	ffffffffffffffffffff
2186-ddddd	ffffffffffffffffffff
2187-ddddd	ffffffffffffffffffff
2188-ddddd	ffffffffffffffffffff
2189-ddddd	ffffffffffffffffffff
2191-ddddd	ffffffffffffffffffff
2190-ddddd	ffffffffffffffffffff
2192-ddddd	ffffffffffffffffffff
2193-ddddd	ffffffffffffffffffff
2194-ddddd	ffffffffffffffffffff
2195-ddddd	ffffffffffffffffffff
2196-ddddd	ffffffffffffffffffff
2197-ddddd	ffffffffffffffffffff
2198-ddddd	ffffffffffffffffffff
2199-ddddd	ffffffffffffffffffff
2200-ddddd	ffffffffffffffffffff
2201-ddddd	ffffffffffffffffffff
2202-ddddd	ffffffffffffffffffff
2203-ddddd	ffffffffffffffffffff
2204-ddddd	ffffffffffffffffffff
2205-ddddd	ffffffffffffffffffff
2207-ddddd	ffffffffffffffffffff
2206-ddddd	ffffffffffffffffffff
2209-ddddd	ffffffffffffffffffff
2210-ddddd	ffffffffffffffffffff
2208-ddddd	ffffffffffffffffffff
2212-ddddd	ffffffffffffffffffff
2211-ddddd	ffffffffffffffffffff
2213-ddddd	ffffffffffffffffffff
2214-ddddd	ffffffffffffffffffff
2215-ddddd	ffffffffffffffffffff
2216-ddddd	ffffffffffffffffffff
2217-ddddd	ffffffffffffffffffff
2218-ddddd	ffffffffffffffffffff
2219-ddddd	ffffffffffffffffffff
2220-ddddd	ffffffffffffffffffff
2222-ddddd	ffffffffffffffffffff
2223-ddddd	ffffffffffffffffffff
2221-ddddd	ffffffffffffffffffff
2224-ddddd	ffffffffffffffffffff
2226-ddddd	ffffffffffffffffffff
2227-ddddd	ffffffffffffffffffff
2228-ddddd	ffffffffffffffffffff
2229-ddddd	ffffffffffffffffffff
2225-ddddd	ffffffffffffffffffff
2230-ddddd	ffffffffffffffffffff
2231-ddddd	ffffffffffffffffffff
2232-ddddd	ffffffffffffffffffff
2233-ddddd	ffffffffffffffffffff
2234-ddddd	ffffffffffffffffffff
2235-ddddd	ffffffffffffffffffff
2236-ddddd	ffffffffffffffffffff
2237-ddddd	ffffffffffffffffffff
2238-ddddd	ffffffffffffffffffff
2239-ddddd	ffffffffffffffffffff
2241-ddddd	ffffffffffffffffffff
2242-ddddd	ffffffffffffffffffff
2240-ddddd	ffffffffffffffffffff
2243-ddddd	ffffffffffffffffffff
2244-ddddd	ffffffffffffffffffff
2245-ddddd	ffffffffffffffffffff
2246-ddddd	ffffffffffffffffffff
2247-ddddd	ffffffffffffffffffff
2248-ddddd	ffffffffffffffffffff
2249-ddddd	ffffffffffffffffffff
2251-ddddd	ffffffffffffffffffff
2250-ddddd	ffffffffffffffffffff
2252-ddddd	ffffffffffffffffffff
2253-ddddd	ffffffffffffffffffff
2255-ddddd	ffffffffffffffffffff
2254-ddddd	ffffffffffffffffffff
2256-ddddd	ffffffffffffffffffff
2257-ddddd	ffffffffffffffffffff
2258-ddddd	ffffffffffffffffffff
2259-ddddd	ffffffffffffffffffff
2260-ddddd	ffffffffffffffffffff
2261-ddddd	ffffffffffffffffffff
2262-ddddd	ffffffffffffffffffff
2263-ddddd	ffffffffffffffffffff
2264-ddddd	ffffffffffffffffffff
2265-ddddd	ffffffffffffffffffff
2266-ddddd	ffffffffffffffffffff
2267-ddddd	ffffffffffffffffffff
2268-ddddd	ffffffffffffffffffff
2269-ddddd	ffffffffffffffffffff
2270-ddddd	ffffffffffffffffffff
2271-ddddd	ffffffffffffffffffff
2272-ddddd	ffffffffffffffffffff
2273-ddddd	ffffffffffffffffffff
2274-ddddd	ffffffffffffffffffff
2275-ddddd	ffffffffffffffffffff
2276-ddddd	ffffffffffffffffffff
2277-ddddd	ffffffffffffffffffff
2278-ddddd	ffffffffffffffffffff
2279-ddddd	ffffffffffffffffffff
2280-ddddd	ffffffffffffffffffff
2281-ddddd	ffffffffffffffffffff
2282-ddddd	ffffffffffffffffffff
2283-ddddd	ffffffffffffffffffff
2284-ddddd	ffffffffffffffffffff
2286-ddddd	ffffffffffffffffffff
2285-ddddd	ffffffffffffffffffff
2287-ddddd	ffffffffffffffffffff
2288-ddddd	ffffffffffffffffffff
2289-ddddd	ffffffffffffffffffff
2290-ddddd	ffffffffffffffffffff
2291-ddddd	ffffffffffffffffffff
2292-ddddd	ffffffffffffffffffff
2293-ddddd	ffffffffffffffffffff
2294-ddddd	ffffffffffffffffffff
2295-ddddd	ffffffffffffffffffff
2296-ddddd	ffffffffffffffffffff
2297-ddddd	ffffffffffffffffffff
2298-ddddd	ffffffffffffffffffff
2299-ddddd	ffffffffffffffffffff
2300-ddddd	ffffffffffffffffffff
2301-ddddd	ffffffffffffffffffff
2302-ddddd	ffffffffffffffffffff
2303-ddddd	ffffffffffffffffffff
2305-ddddd	ffffffffffffffffffff
2304-ddddd	ffffffffffffffffffff
2306-ddddd	ffffffffffffffffffff
2307-ddddd	ffffffffffffffffffff
2308-ddddd	ffffffffffffffffffff
2309-ddddd	ffffffffffffffffffff
2310-ddddd	ffffffffffffffffffff
2311-ddddd	ffffffffffffffffffff
2312-ddddd	ffffffffffffffffffff
2313-ddddd	ffffffffffffffffffff
2314-ddddd	ffffffffffffffffffff
2315-ddddd	ffffffffffffffffffff
2316-ddddd	ffffffffffffffffffff
2318-ddddd	ffffffffffffffffffff
2317-ddddd	ffffffffffffffffffff
2320-ddddd	ffffffffffffffffffff
2321-ddddd	ffffffffffffffffffff
2319-ddddd	ffffffffffffffffffff
2322-ddddd	ffffffffffffffffffff
2324-ddddd	ffffffffffffffffffff
2323-ddddd	ffffffffffffffffffff
2325-ddddd	ffffffffffffffffffff
2326-ddddd	ffffffffffffffffffff
2327-ddddd	ffffffffffffffffffff
2328-ddddd	ffffffffffffffffffff
2329-ddddd	ffffffffffffffffffff
2330-ddddd	ffffffffffffffffffff
2331-ddddd	ffffffffffffffffffff
2332-ddddd	ffffffffffffffffffff
2333-ddddd	ffffffffffffffffffff
2334-ddddd	ffffffffffffffffffff
2335-ddddd	ffffffffffffffffffff
2336-ddddd	ffffffffffffffffffff
2337-ddddd	ffffffffffffffffffff
2338-ddddd	ffffffffffffffffffff
2340-ddddd	ffffffffffffffffffff
2339-ddddd	ffffffffffffffffffff
2341-ddddd	ffffffffffffffffffff
2342-ddddd	ffffffffffffffffffff
2343-ddddd	ffffffffffffffffffff
2344-ddddd	ffffffffffffffffffff
2345-ddddd	ffffffffffffffffffff
2346-ddddd	ffffffffffffffffffff
2347-ddddd	ffffffffffffffffffff
2348-ddddd	ffffffffffffffffffff
2349-ddddd	ffffffffffffffffffff
2350-ddddd	ffffffffffffffffffff
2351-ddddd	ffffffffffffffffffff
2352-ddddd	ffffffffffffffffffff
2353-ddddd	ffffffffffffffffffff
2355-ddddd	ffffffffffffffffffff
2354-ddddd	ffffffffffffffffffff
2356-ddddd	ffffffffffffffffffff
2357-ddddd	ffffffffffffffffffff
2358-ddddd	ffffffffffffffffffff
2359-ddddd	ffffffffffffffffffff
2360-ddddd	ffffffffffffffffffff
2361-ddddd	ffffffffffffffffffff
2362-ddddd	ffffffffffffffffffff
2363-ddddd	ffffffffffffffffffff
2364-ddddd	ffffffffffffffffffff
2365-ddddd	ffffffffffffffffffff
2366-ddddd	ffffffffffffffffffff
2367-ddddd	ffffffffffffffffffff
2368-ddddd	ffffffffffffffffffff
2369-ddddd	ffffffffffffffffffff
2370-ddddd	ffffffffffffffffffff
2371-ddddd	ffffffffffffffffffff
2372-ddddd	ffffffffffffffffffff
2373-ddddd	ffffffffffffffffffff
2374-ddddd	ffffffffffffffffffff
2375-ddddd	ffffffffffffffffffff
2376-ddddd	ffffffffffffffffffff
2377-ddddd	ffffffffffffffffffff
2378-ddddd	ffffffffffffffffffff
2379-ddddd	ffffffffffffffffffff
2380-ddddd	ffffffffffffffffffff
2381-ddddd	ffffffffffffffffffff
2382-ddddd	ffffffffffffffffffff
2383-ddddd	ffffffffffffffffffff
2384-ddddd	ffffffffffffffffffff
2385-ddddd	ffffffffffffffffffff
2387-ddddd	ffffffffffffffffffff
2386-ddddd	ffffffffffffffffffff
2389-ddddd	ffffffffffffffffffff
2388-ddddd	ffffffffffffffffffff
2390-ddddd	ffffffffffffffffffff
2391-ddddd	ffffffffffffffffffff
2392-ddddd	ffffffffffffffffffff
2393-ddddd	ffffffffffffffffffff
2394-ddddd	ffffffffffffffffffff
2395-ddddd	ffffffffffffffffffff
2396-ddddd	ffffffffffffffffffff
2397-ddddd	ffffffffffffffffffff
2398-ddddd	ffffffffffffffffffff
2399-ddddd	ffffffffffffffffffff
2101-ddddd	ffffffffffffffffffff
2401-ddddd	ffffffffffffffffffff
2400-ddddd	ffffffffffffffffffff
2402-ddddd	ffffffffffffffffffff
2403-ddddd	ffffffffffffffffffff
2404-ddddd	ffffffffffffffffffff
2405-ddddd	ffffffffffffffffffff
2406-ddddd	ffffffffffffffffffff
2407-ddddd	ffffffffffffffffffff
2408-ddddd	ffffffffffffffffffff
2409-ddddd	ffffffffffffffffffff
2410-ddddd	ffffffffffffffffffff
2411-ddddd	ffffffffffffffffffff
2412-ddddd	ffffffffffffffffffff
2413-ddddd	ffffffffffffffffffff
2414-ddddd	ffffffffffffffffffff
2416-ddddd	ffffffffffffffffffff
2415-ddddd	ffffffffffffffffffff
2417-ddddd	ffffffffffffffffffff
2418-ddddd	ffffffffffffffffffff
2419-ddddd	ffffffffffffffffffff
2420-ddddd	ffffffffffffffffffff
2421-ddddd	ffffffffffffffffffff
2422-ddddd	ffffffffffffffffffff
2423-ddddd	ffffffffffffffffffff
2424-ddddd	ffffffffffffffffffff
2425-ddddd	ffffffffffffffffffff
2426-ddddd	ffffffffffffffffffff
2427-ddddd	ffffffffffffffffffff
2428-ddddd	ffffffffffffffffffff
2429-ddddd	ffffffffffffffffffff
2430-ddddd	ffffffffffffffffffff
2431-ddddd	ffffffffffffffffffff
2432-ddddd	ffffffffffffffffffff
2433-ddddd	ffffffffffffffffffff
2434-ddddd	ffffffffffffffffffff
2435-ddddd	ffffffffffffffffffff
2436-ddddd	ffffffffffffffffffff
2437-ddddd	ffffffffffffffffffff
2438-ddddd	ffffffffffffffffffff
2439-ddddd	ffffffffffffffffffff
2440-ddddd	ffffffffffffffffffff
2441-ddddd	ffffffffffffffffffff
2442-ddddd	ffffffffffffffffffff
2444-ddddd	ffffffffffffffffffff
2443-ddddd	ffffffffffffffffffff
2445-ddddd	ffffffffffffffffffff
2446-ddddd	ffffffffffffffffffff
2447-ddddd	ffffffffffffffffffff
2448-ddddd	ffffffffffffffffffff
2449-ddddd	ffffffffffffffffffff
2450-ddddd	ffffffffffffffffffff
2451-ddddd	ffffffffffffffffffff
2452-ddddd	ffffffffffffffffffff
2453-ddddd	ffffffffffffffffffff
2454-ddddd	ffffffffffffffffffff
2455-ddddd	ffffffffffffffffffff
2456-ddddd	ffffffffffffffffffff
2457-ddddd	ffffffffffffffffffff
2458-ddddd	ffffffffffffffffffff
2459-ddddd	ffffffffffffffffffff
2460-ddddd	ffffffffffffffffffff
2461-ddddd	ffffffffffffffffffff
2462-ddddd	ffffffffffffffffffff
2463-ddddd	ffffffffffffffffffff
2464-ddddd	ffffffffffffffffffff
2465-ddddd	ffffffffffffffffffff
2466-ddddd	ffffffffffffffffffff
2467-ddddd	ffffffffffffffffffff
2468-ddddd	ffffffffffffffffffff
2469-ddddd	ffffffffffffffffffff
2470-ddddd	ffffffffffffffffffff
2471-ddddd	ffffffffffffffffffff
2472-ddddd	ffffffffffffffffffff
2473-ddddd	ffffffffffffffffffff
2474-ddddd	ffffffffffffffffffff
2475-ddddd	ffffffffffffffffffff
2476-ddddd	ffffffffffffffffffff
2477-ddddd	ffffffffffffffffffff
2478-ddddd	ffffffffffffffffffff
2479-ddddd	ffffffffffffffffffff
2480-ddddd	ffffffffffffffffffff
2481-ddddd	ffffffffffffffffffff
2482-ddddd	ffffffffffffffffffff
2483-ddddd	ffffffffffffffffffff
2484-ddddd	ffffffffffffffffffff
2485-ddddd	ffffffffffffffffffff
2486-ddddd	ffffffffffffffffffff
2487-ddddd	ffffffffffffffffffff
2488-ddddd	ffffffffffffffffffff
2489-ddddd	ffffffffffffffffffff
2491-ddddd	ffffffffffffffffffff
2490-ddddd	ffffffffffffffffffff
2492-ddddd	ffffffffffffffffffff
2493-ddddd	ffffffffffffffffffff
2494-ddddd	ffffffffffffffffffff
2495-ddddd	ffffffffffffffffffff
2496-ddddd	ffffffffffffffffffff
2497-ddddd	ffffffffffffffffffff
2498-ddddd	ffffffffffffffffffff
2499-ddddd	ffffffffffffffffffff
2500-ddddd	ffffffffffffffffffff
2501-ddddd	ffffffffffffffffffff
2502-ddddd	ffffffffffffffffffff
2503-ddddd	ffffffffffffffffffff
2504-ddddd	ffffffffffffffffffff
2505-ddddd	ffffffffffffffffffff
2506-ddddd	ffffffffffffffffffff
2507-ddddd	ffffffffffffffffffff
2509-ddddd	ffffffffffffffffffff
2508-ddddd	ffffffffffffffffffff
2510-ddddd	ffffffffffffffffffff
2511-ddddd	ffffffffffffffffffff
2512-ddddd	ffffffffffffffffffff
2513-ddddd	ffffffffffffffffffff
2514-ddddd	ffffffffffffffffffff
2515-ddddd	ffffffffffffffffffff
2516-ddddd	ffffffffffffffffffff
2517-ddddd	ffffffffffffffffffff
2518-ddddd	ffffffffffffffffffff
2519-ddddd	ffffffffffffffffffff
2520-ddddd	ffffffffffffffffffff
2521-ddddd	ffffffffffffffffffff
2522-ddddd	ffffffffffffffffffff
2523-ddddd	ffffffffffffffffffff
2524-ddddd	ffffffffffffffffffff
2525-ddddd	ffffffffffffffffffff
2526-ddddd	ffffffffffffffffffff
2527-ddddd	ffffffffffffffffffff
2528-ddddd	ffffffffffffffffffff
2529-ddddd	ffffffffffffffffffff
2530-ddddd	ffffffffffffffffffff
2531-ddddd	ffffffffffffffffffff
2532-ddddd	ffffffffffffffffffff
2533-ddddd	ffffffffffffffffffff
2534-ddddd	ffffffffffffffffffff
2535-ddddd	ffffffffffffffffffff
2536-ddddd	ffffffffffffffffffff
2537-ddddd	ffffffffffffffffffff
2538-ddddd	ffffffffffffffffffff
2539-ddddd	ffffffffffffffffffff
2540-ddddd	ffffffffffffffffffff
2541-ddddd	ffffffffffffffffffff
2542-ddddd	ffffffffffffffffffff
2543-ddddd	ffffffffffffffffffff
2544-ddddd	ffffffffffffffffffff
